2.869340000000000000e+05,3.112510000000000000e+05,3.015240000000000000e+05,3.355670000000000000e+05,3.258410000000000000e+05,3.258410000000000000e+05,3.015240000000000000e+05,3.015240000000000000e+05,2.966610000000000000e+05,3.161140000000000000e+05,3.307040000000000000e+05,3.404310000000000000e+05,3.015240000000000000e+05,2.674810000000000000e+05,1.945320000000000000e+05,1.361720000000000000e+05,9.726600000000000000e+04,8.753900000000000000e+04
5.267400000000000000e+04,5.341600000000000000e+04,5.119000000000000000e+04,4.896500000000000000e+04,5.712500000000000000e+04,6.380200000000000000e+04,5.786700000000000000e+04,4.896500000000000000e+04,4.302900000000000000e+04,4.377100000000000000e+04,4.896500000000000000e+04,5.415800000000000000e+04,4.154600000000000000e+04,3.190100000000000000e+04,2.077300000000000000e+04,1.112800000000000000e+04,5.935000000000000000e+03,6.677000000000000000e+03
4.366570000000000000e+05,4.574500000000000000e+05,4.574500000000000000e+05,4.782430000000000000e+05,4.782430000000000000e+05,4.782430000000000000e+05,4.505190000000000000e+05,4.435880000000000000e+05,4.089330000000000000e+05,4.227950000000000000e+05,4.227950000000000000e+05,4.158640000000000000e+05,4.158640000000000000e+05,3.881390000000000000e+05,2.911040000000000000e+05,2.148630000000000000e+05,1.455520000000000000e+05,1.247590000000000000e+05
1.882590000000000000e+05,2.002120000000000000e+05,1.972240000000000000e+05,2.151530000000000000e+05,1.942360000000000000e+05,1.942360000000000000e+05,1.882590000000000000e+05,1.852710000000000000e+05,1.792940000000000000e+05,1.852710000000000000e+05,1.942360000000000000e+05,1.942360000000000000e+05,1.822830000000000000e+05,1.643530000000000000e+05,1.195290000000000000e+05,8.665900000000000000e+04,5.976400000000000000e+04,5.677600000000000000e+04
2.472751000000000000e+06,2.512001000000000000e+06,2.551251000000000000e+06,2.590501000000000000e+06,2.826001000000000000e+06,3.061501000000000000e+06,2.826001000000000000e+06,2.669001000000000000e+06,2.512001000000000000e+06,2.629751000000000000e+06,2.590501000000000000e+06,2.472751000000000000e+06,2.198000000000000000e+06,1.805500000000000000e+06,1.256000000000000000e+06,9.027500000000000000e+05,6.280000000000000000e+05,7.065000000000000000e+05
3.324320000000000000e+05,3.601350000000000000e+05,3.545940000000000000e+05,3.545940000000000000e+05,3.878380000000000000e+05,4.266210000000000000e+05,4.155400000000000000e+05,3.933780000000000000e+05,3.545940000000000000e+05,3.601350000000000000e+05,3.601350000000000000e+05,3.712160000000000000e+05,3.268920000000000000e+05,2.825670000000000000e+05,1.772970000000000000e+05,1.218910000000000000e+05,7.756700000000000000e+04,7.756700000000000000e+04
1.859750000000000000e+05,2.002810000000000000e+05,2.253160000000000000e+05,2.503510000000000000e+05,2.503510000000000000e+05,2.181630000000000000e+05,2.181630000000000000e+05,2.038570000000000000e+05,2.181630000000000000e+05,2.503510000000000000e+05,2.753860000000000000e+05,2.646570000000000000e+05,2.396220000000000000e+05,1.895510000000000000e+05,1.323280000000000000e+05,9.298700000000000000e+04,7.152900000000000000e+04,8.941100000000000000e+04
5.521900000000000000e+04,5.426700000000000000e+04,5.902800000000000000e+04,6.093200000000000000e+04,5.902800000000000000e+04,6.664400000000000000e+04,6.188400000000000000e+04,5.045900000000000000e+04,5.902800000000000000e+04,5.998000000000000000e+04,6.569200000000000000e+04,6.950000000000000000e+04,6.188400000000000000e+04,5.998000000000000000e+04,4.093800000000000000e+04,3.046600000000000000e+04,1.808900000000000000e+04,1.808900000000000000e+04
4.359400000000000000e+04,3.473900000000000000e+04,2.656500000000000000e+04,3.746400000000000000e+04,5.858000000000000000e+04,7.901500000000000000e+04,7.560900000000000000e+04,5.653700000000000000e+04,4.223200000000000000e+04,3.950700000000000000e+04,3.814500000000000000e+04,3.542000000000000000e+04,3.473900000000000000e+04,2.724600000000000000e+04,1.907200000000000000e+04,1.294200000000000000e+04,9.536000000000000000e+03,1.021700000000000000e+04
1.113071000000000000e+06,1.133684000000000000e+06,1.174909000000000000e+06,1.216133000000000000e+06,1.257358000000000000e+06,1.360420000000000000e+06,1.298583000000000000e+06,1.236746000000000000e+06,1.216133000000000000e+06,1.319196000000000000e+06,1.422258000000000000e+06,1.422258000000000000e+06,1.319196000000000000e+06,1.277971000000000000e+06,1.010009000000000000e+06,7.420470000000000000e+05,5.153100000000000000e+05,5.359230000000000000e+05
6.598630000000000000e+05,7.011050000000000000e+05,7.217250000000000000e+05,7.320360000000000000e+05,7.114150000000000000e+05,7.217250000000000000e+05,6.804840000000000000e+05,7.011050000000000000e+05,6.804840000000000000e+05,7.011050000000000000e+05,7.011050000000000000e+05,6.598630000000000000e+05,5.773800000000000000e+05,5.052080000000000000e+05,3.505520000000000000e+05,2.268280000000000000e+05,1.443450000000000000e+05,1.340340000000000000e+05
